CMDLINE /home/funkylisp/projects/carte/.venv/bin/python profiler.py
MEM 4645.328125 1736674595.1397
MEM 4643.332031 1736674595.2399
MEM 4643.332031 1736674595.3402
MEM 4653.265625 1736674595.4405
MEM 4655.218750 1736674595.5407
MEM 4655.218750 1736674595.6410
MEM 4660.488281 1736674595.7412
MEM 4676.238281 1736674595.8414
MEM 4680.359375 1736674595.9417
MEM 0.000000 1736674596.0420
MEM 0.000000 1736674596.1423
